"municipality","state","latitude","longitude"
"NOVO ACORDO","TO","-9.9600000000000009","-47.67"
"NOVO AIRAO","AM","-2.62","-60.94"
"NOVO ALEGRE","TO","-12.93","-46.57"
"NOVO ARIPUANA","AM","-5.12","-60.38"
"NOVO BARREIRO","RS","-27.9","-53.1"
"NOVO BRASIL","GO","-16.03","-50.71"
"NOVO CABRAIS","RS","-29.73","-52.94"
"NOVO CRUZEIRO","MG","-17.46","-41.87"
"NOVO GAMA","GO","-16.05","-48.03"
"NOVO HAMBURGO","RS","-29.67","-51.13"
"NOVO HORIZONTE","BA","-12.8","-42.16"
"NOVO HORIZONTE","SC","-26.44","-52.83"
"NOVO HORIZONTE","SP","-21.46","-49.22"
"NOVO HORIZONTE DO NORTE","MT","-11.41","-57.35"
"NOVO HORIZONTE DO OESTE","RO","-11.69","-61.99"
"NOVO HORIZONTE DO SUL","MS","-22.66","-53.86"
"NOVO ITACOLOMI","PR","-23.76","-51.5"
"NOVO JARDIM","TO","-11.82","-46.62"
"NOVO LINO","AL","-8.91","-35.64"
"NOVO MACHADO","RS","-27.57","-54.5"
"NOVO MUNDO","MT","-9.9499999999999993","-55.19"
"NOVO ORIENTE","CE","-5.53","-40.770000000000003"
"NOVO ORIENTE DE MINAS","MG","-17.41","-41.21"
"NOVO ORIENTE DO PIAUI","PI","-6.44","-41.93"
"NOVO PLANALTO","GO","-13.24","-49.5"
"NOVO PROGRESSO","PA","-7.14","-55.38"
"NOVO REPARTIMENTO","PA","-4.33","-49.79"
"NOVO SANTO ANTONIO","PI","-5.28","-41.93"
"NOVO SAO JOAQUIM","MT","-14.9","-53.01"
"NOVO TIRADENTES","RS","-27.56","-53.18"
"NOVO TRIUNFO","BA","-10.31","-38.4"
"NOVORIZONTE","MG","-16.010000000000002","-42.4"
"NUPORANGA","SP","-20.73","-47.73"
"OBIDOS","PA","-1.91","-55.51"
"OCARA","CE","-4.49","-38.590000000000003"
"OCAUCU","SP","-22.43","-49.92"
"OEIRAS","PI","-7.02","-42.13"
"OEIRAS DO PARA","PA","-2","-49.85"
"OIAPOQUE","AP","3.84","-51.83"
"OLARIA","MG","-21.86","-43.93"
"OLEO","SP","-22.94","-49.34"
"OLHO D'AGUA","PB","-7.22","-37.75"
"OLHO D'AGUA DAS CUNHAS","MA","-3.94","-45.11"
"OLHO D'AGUA DAS FLORES","AL","-9.5299999999999994","-37.29"
"OLHO D'AGUA DO CASADO","AL","-9.5","-37.83"
"OLHO D'AGUA DO PIAUI","PI","-5.84","-42.57"
"OLHO D'AGUA GRANDE","AL","-10.050000000000001","-36.81"
"OLHO-D'AGUA DO BORGES","RN","-5.95","-37.700000000000003"
"OLHOS-D'AGUA","MG","-17.39","-43.57"
"OLIMPIA","SP","-20.73","-48.91"
"OLIMPIO NORONHA","MG","-22.06","-45.26"
"OLINDA","PE","-8","-34.85"
"OLINDA NOVA DO MARANHAO","MA","-2.99","-44.99"
"OLINDINA","BA","-11.36","-38.33"
"OLIVEDOS","PB","-6.99","-36.24"
"OLIVEIRA","MG","-20.69","-44.82"
"OLIVEIRA DE FATIMA","TO","-10.7","-48.9"
"OLIVEIRA DOS BREJINHOS","BA","-12.31","-42.89"
"OLIVEIRA FORTES","MG","-21.33","-43.45"
"OLIVENCA","AL","-9.51","-37.19"
"ONCA DE PITANGUI","MG","-19.73","-44.8"
"ONDA VERDE","SP","-20.6","-49.29"
"ORATORIOS","MG","-20.43","-42.8"
"ORIENTE","SP","-22.15","-50.09"
"ORINDIUVA","SP","-20.18","-49.35"
"ORIXIMINA","PA","-1.76","-55.86"
"ORIZANIA","MG","-20.5","-42.21"
"ORIZONA","GO","-17.03","-48.29"
"ORLANDIA","SP","-20.72","-47.88"
"ORLEANS","SC","-28.35","-49.29"
"OROBO","PE","-7.74","-35.6"
"OROCO","PE","-8.6199999999999992","-39.6"
"OROS","CE","-6.24","-38.909999999999997"
"ORTIGUEIRA","PR","-24.2","-50.94"
"OSASCO","SP","-23.53","-46.79"
"OSCAR BRESSANE","SP","-22.31","-50.28"
"OSORIO","RS","-29.88","-50.27"
"OSVALDO CRUZ","SP","-21.79","-50.87"
"OTACILIO COSTA","SC","-27.48","-50.12"
"OUREM","PA","-1.54","-47.11"
"OURICANGAS","BA","-12.01","-38.61"
"OURICURI","PE","-7.88","-40.08"
"OURILANDIA DO NORTE","PA","-6.75","-51.08"
"OURINHOS","SP","-22.97","-49.87"
"OURIZONA","PR","-23.4","-52.19"
"OURO","SC","-27.34","-51.61"
"OURO BRANCO","AL","-9.16","-37.35"
"OURO BRANCO","MG","-20.52","-43.69"
"OURO BRANCO","RN","-6.7","-36.94"
"OURO FINO","MG","-22.28","-46.36"
"OURO PRETO","MG","-20.28","-43.5"
"OURO PRETO DO OESTE","RO","-10.71","-62.24"
"OURO VELHO","PB","-7.62","-37.15"
"OURO VERDE","SC","-26.69","-52.31"
"OURO VERDE","SP","-21.48","-51.7"
"OURO VERDE DE GOIAS","GO","-16.22","-49.19"
"OURO VERDE DE MINAS","MG","-18.07","-41.27"
"OURO VERDE DO OESTE","PR","-24.8","-53.9"
"OUROESTE","SP","-20","-50.37"
"OUROLANDIA","BA","-10.97","-41.08"
"OUVIDOR","GO","-18.23","-47.83"
"PACAEMBU","SP","-21.56","-51.26"
"PACAJA","PA","-3.83","-50.63"
"PACAJUS","CE","-4.17","-38.46"
"PACARAIMA","RR","4.43","-61.14"
"PACATUBA","CE","-3.98","-38.619999999999997"
"PACATUBA","SE","-10.45","-36.65"
"PACO DO LUMIAR","MA","-2.5299999999999998","-44.1"
"PACOTI","CE","-4.22","-38.92"
"PACUJA","CE","-3.98","-40.69"
"PADRE BERNARDO","GO","-15.16","-48.28"
"PADRE CARVALHO","MG","-16.36","-42.51"
"PADRE MARCOS","PI","-7.35","-40.9"
"PADRE PARAISO","MG","-17.07","-41.52"
"PAES LANDIM","PI","-7.77","-42.25"
"PAI PEDRO","MG","-15.51","-43.06"
"PAIAL","SC","-27.25","-52.49"
"PAICANDU","PR","-23.45","-52.04"
"PAIM FILHO","RS","-27.71","-51.76"
"PAINEIRAS","MG","-18.899999999999999","-45.53"
"PAINEL","SC","-27.92","-50.1"
"PAINS","MG","-20.37","-45.66"
"PAIVA","MG","-21.28","-43.41"
"PAJEU DO PIAUI","PI","-7.85","-42.82"
"PALESTINA","AL","-9.67","-37.32"
"PALESTINA","SP","-20.39","-49.43"
"PALESTINA DE GOIAS","GO","-16.73","-51.53"
"PALESTINA DO PARA","PA","-5.74","-48.31"
"PALHANO","CE","-4.74","-37.950000000000003"
"PALHOCA","SC","-27.64","-48.66"
"PALMA","MG","-21.37","-42.31"
"PALMA SOLA","SC","-26.34","-53.27"
"PALMACIA","CE","-4.1500000000000004","-38.840000000000003"
"PALMARES","PE","-8.68","-35.590000000000003"
"PALMARES DO SUL","RS","-30.25","-50.51"
"PALMARES PAULISTA","SP","-21.08","-48.8"
"PALMAS","PR","-26.48","-51.99"
"PALMAS","TO","-10.16","-48.33"
"PALMAS DE MONTE ALTO","BA","-14.26","-43.16"
"PALMEIRA","PR","-25.42","-50"
"PALMEIRA","SC","-27.58","-50.15"
"PALMEIRA DAS MISSOES","RS","-27.89","-53.31"
"PALMEIRA DO PIAUI","PI","-8.7200000000000006","-44.23"
"PALMEIRA D'OESTE","SP","-20.41","-50.76"
"PALMEIRA DOS INDIOS","AL","-9.4","-36.619999999999997"
"PALMEIRAIS","PI","-5.97","-43.06"
"PALMEIRANDIA","MA","-2.64","-44.89"
"PALMEIRANTE","TO","-7.86","-47.92"
"PALMEIRAS","BA","-12.52","-41.55"
"PALMEIRAS DE GOIAS","GO","-16.8","-49.92"
"PALMEIRINA","PE","-9","-36.32"
"PALMEIROPOLIS","TO","-13.04","-48.4"
"PALMELO","GO","-17.32","-48.42"
"PALMINOPOLIS","GO","-16.79","-50.16"
"PALMITAL","PR","-24.89","-52.2"
"PALMITAL","SP","-22.78","-50.21"
"PALMITINHO","RS","-27.35","-53.55"
"PALMITOS","SC","-27.06","-53.16"
"PALMOPOLIS","MG","-16.73","-40.42"
"PALOTINA","PR","-24.28","-53.84"
"PANAMA","GO","-18.170000000000002","-49.35"
"PANAMBI","RS","-28.29","-53.5"
"PANCAS","ES","-19.22","-40.85"
"PANELAS","PE","-8.66","-36"
"PANORAMA","SP","-21.35","-51.86"
"PANTANO GRANDE","RS","-30.19","-52.37"
"PAO DE ACUCAR","AL","-9.74","-37.43"
"PAPAGAIOS","MG","-19.440000000000001","-44.74"
"PAPANDUVA","SC","-26.37","-50.14"
"PAQUETA","PI","-7.1","-41.7"
"PARA DE MINAS","MG","-19.86","-44.6"
"PARACAMBI","RJ","-22.61","-43.7"
"PARACATU","MG","-17.22","-46.87"
"PARACURU","CE","-3.41","-39.03"
"PARAGOMINAS","PA","-2.99","-47.35"
"PARAGUACU","MG","-21.54","-45.73"
"PARAGUACU PAULISTA","SP","-22.41","-50.57"
"PARAI","RS","-28.59","-51.78"
"PARAIBA DO SUL","RJ","-22.16","-43.29"
"PARAIBANO","MA","-6.43","-43.98"
"PARAIBUNA","SP","-23.38","-45.66"
"PARAIPABA","CE","-3.43","-39.14"
"PARAISO","SC","-26.61","-53.67"
"PARAISO","SP","-21.01","-48.77"
"PARAISO DO NORTE","PR","-23.28","-52.6"
"PARAISO DO SUL","RS","-29.66","-53.14"
"PARAISO DO TOCANTINS","TO","-10.17","-48.86"
"PARAISOPOLIS","MG","-22.55","-45.78"
"PARAMBU","CE","-6.21","-40.69"
"PARAMIRIM","BA","-13.44","-42.23"
"PARAMOTI","CE","-4.09","-39.229999999999997"
"PARANA","RN","-6.48","-38.31"
"PARANA","TO","-12.61","-47.88"
"PARANACITY","PR","-22.93","-52.15"
"PARANAGUA","PR","-25.52","-48.5"
"PARANAIBA","MS","-19.670000000000002","-51.19"
"PARANAIGUARA","GO","-18.91","-50.65"
"PARANAITA","MT","-9.66","-56.47"
"PARANAPANEMA","SP","-23.38","-48.72"
"PARANAPOEMA","PR","-22.63","-52.09"
"PARANAPUA","SP","-20.100000000000001","-50.58"
"PARANATAMA","PE","-8.92","-36.65"
"PARANATINGA","MT","-14.43","-54.05"
"PARANAVAI","PR","-23.07","-52.46"
"PARANHOS","MS","-23.89","-55.43"
"PARAOPEBA","MG","-19.27","-44.4"
"PARAPUA","SP","-21.78","-50.79"
"PARARI","PB","-7.32","-36.65"
"PARATI","RJ","-23.21","-44.71"
"PARATINGA","BA","-12.69","-43.18"
"PARAU","RN","-5.77","-37.1"
"PARAUAPEBAS","PA","-6.06","-49.9"
"PARAUNA","GO","-16.940000000000001","-50.44"
"PARAZINHO","RN","-5.22","-35.83"
"PARDINHO","SP","-23.08","-48.37"
"PARECI NOVO","RS","-29.63","-51.39"
"PARECIS","RO","-12.19","-61.6"
"PARELHAS","RN","-6.68","-36.65"
"PARICONHA","AL","-9.25","-38"
"PARINTINS","AM","-2.62","-56.73"
"PARIPIRANGA","BA","-10.68","-37.86"
"PARIPUEIRA","AL","-9.4600000000000009","-35.549999999999997"
"PARIQUERA-ACU","SP","-24.71","-47.88"
"PARISI","SP","-20.3","-50.01"
"PARNAGUA","PI","-10.220000000000001","-44.63"
"PARNAIBA","PI","-2.9","-41.77"
"PARNAMIRIM","PE","-8.09","-39.57"
"PARNAMIRIM","RN","-5.91","-35.26"
"PARNARAMA","MA","-5.68","-43.09"
"PAROBE","RS","-29.62","-50.83"
"PASSA E FICA","RN","-6.43","-35.64"
"PASSA QUATRO","MG","-22.39","-44.96"
"PASSA SETE","RS","-29.45","-52.96"
"PASSA TEMPO","MG","-20.65","-44.49"
"PASSA VINTE","MG","-22.2","-44.23"
"PASSABEM","MG","-19.350000000000001","-43.13"
"PASSAGEM","PB","-7.13","-37.04"
"PASSAGEM","RN","-6.27","-35.369999999999997"
"PASSAGEM FRANCA","MA","-6.18","-43.78"
"PASSAGEM FRANCA DO PIAUI","PI","-5.85","-42.44"
"PASSIRA","PE","-7.99","-35.58"
"PASSO DE CAMARAGIBE","AL","-9.23","-35.49"
"PASSO DE TORRES","SC","-29.31","-49.72"
"PASSO DO SOBRADO","RS","-29.74","-52.27"
"PASSO FUNDO","RS","-28.26","-52.4"
"PASSOS","MG","-20.71","-46.61"
"PASSOS MAIA","SC","-26.78","-52.05"
"PASTOS BONS","MA","-6.6","-44.07"
"PATIS","MG","-16.07","-44.08"
"PATO BRAGADO","PR","-24.62","-54.22"
"PATO BRANCO","PR","-26.22","-52.67"
"PATOS","PB","-7.02","-37.28"
"PATOS DE MINAS","MG","-18.57","-46.51"
"PATOS DO PIAUI","PI","-7.66","-41.24"
"PATROCINIO","MG","-18.940000000000001","-46.99"
"PATROCINIO DO MURIAE","MG","-21.15","-42.21"
"PATROCINIO PAULISTA","SP","-20.63","-47.28"
"PATU","RN","-6.11","-37.630000000000003"
"PATY DO ALFERES","RJ","-22.42","-43.41"
"PAU BRASIL","BA","-15.46","-39.65"
"PAU D'ARCO","PA","-7.83","-50.04"
"PAU D'ARCO","TO","-7.54","-49.37"
"PAU DOS FERROS","RN","-6.11","-38.200000000000003"
"PAUDALHO","PE","-7.89","-35.18"
"PAUINI","AM","-7.71","-66.97"
"PAULA CANDIDO","MG","-20.87","-42.98"
"PAULA FREITAS","PR","-26.2","-50.93"
"PAULICEIA","SP","-21.31","-51.83"
"PAULINIA","SP","-22.76","-47.15"
"PAULINO NEVES","MA","-2.71","-42.53"
"PAULISTA","PB","-6.59","-37.619999999999997"
"PAULISTA","PE","-7.94","-34.869999999999997"
"PAULISTANA","PI","-8.14","-41.15"
"PAULISTANIA","SP","-22.57","-49.4"
"PAULISTAS","MG","-18.420000000000002","-42.86"
"PAULO AFONSO","BA","-9.4","-38.22"
"PAULO DE FARIA","SP","-20.03","-49.38"
"PAULO FRONTIN","PR","-26.04","-50.83"
"PAULO JACINTO","AL","-9.36","-36.369999999999997"
"PAULO LOPES","SC","-27.96","-48.68"
"PAULO RAMOS","MA","-4.18","-45.2"
"PAVAO","MG","-17.420000000000002","-40.99"
"PAVERAMA","RS","-29.55","-51.73"
"PAVUSSU","PI","-7.96","-43.22"
"PE DE SERRA","BA","-11.83","-39.61"
"PEABIRU","PR","-23.91","-52.34"
"PECANHA","MG","-18.54","-42.55"
"PEDERNEIRAS","SP","-22.35","-48.77"
"PEDRA","PE","-8.49","-36.94"
"PEDRA AZUL","MG","-16","-41.29"
"PEDRA BELA","SP","-22.79","-46.44"
"PEDRA BONITA","MG","-20.52","-42.33"
"PEDRA BRANCA","CE","-5.45","-39.71"
"PEDRA BRANCA","PB","-7.42","-38.06"
"PEDRA BRANCA DO AMAPARI","AP","0.77","-51.94"
"PEDRA DO ANTA","MG","-20.59","-42.71"
"PEDRA DO INDAIA","MG","-20.25","-45.2"
"PEDRA DOURADA","MG","-20.83","-42.15"
"PEDRA GRANDE","RN","-5.15","-35.869999999999997"
"PEDRA LAVRADA","PB","-6.75","-36.479999999999997"
"PEDRA MOLE","SE","-10.61","-37.68"
"PEDRA PRETA","MT","-16.62","-54.47"
"PEDRA PRETA","RN","-5.58","-36.1"
"PEDRALVA","MG","-22.24","-45.46"
"PEDRANOPOLIS","SP","-20.239999999999998","-50.11"
"PEDRAO","BA","-12.15","-38.65"
"PEDRAS DE FOGO","PB","-7.4","-35.11"
"PEDRAS DE MARIA DA CRUZ","MG","-15.6","-44.39"
"PEDRAS GRANDES","SC","-28.43","-49.18"
"PEDREGULHO","SP","-20.25","-47.47"
"PEDREIRA","SP","-22.74","-46.9"
"PEDREIRAS","MA","-4.5599999999999996","-44.59"
"PEDRINHAS","SE","-11.19","-37.67"
"PEDRINHAS PAULISTA","SP","-22.81","-50.79"
"PEDRINOPOLIS","MG","-19.22","-47.46"
"PEDRO AFONSO","TO","-8.9600000000000009","-48.17"
"PEDRO ALEXANDRE","BA","-10.01","-37.89"
"PEDRO AVELINO","RN","-5.52","-36.380000000000003"
"PEDRO CANARIO","ES","-18.03","-40.15"
"PEDRO DE TOLEDO","SP","-24.27","-47.23"
"PEDRO DO ROSARIO","MA","-2.97","-45.34"
"PEDRO GOMES","MS","-18.100000000000001","-54.55"
"PEDRO II","PI","-4.42","-41.45"
"PEDRO LAURENTINO","PI","-8.06","-42.28"
"PEDRO LEOPOLDO","MG","-19.61","-44.04"
"PEDRO OSORIO","RS","-31.86","-52.82"
"PEDRO REGIS","PB","-6.63","-35.29"
"PEDRO TEIXEIRA","MG","-21.7","-43.74"
"PEDRO VELHO","RN","-6.43","-35.22"
"PEIXE","TO","-12.02","-48.53"
"PEIXE-BOI","PA","-1.19","-47.31"
"PEIXOTO DE AZEVEDO","MT","-10.220000000000001","-54.98"
"PEJUCARA","RS","-28.42","-53.65"
"PELOTAS","RS","-31.77","-52.34"
"PENAFORTE","CE","-7.82","-39.07"
"PENALVA","MA","-3.29","-45.17"
"PENAPOLIS","SP","-21.42","-50.07"
"PENDENCIAS","RN","-5.26","-36.72"
"PENEDO","AL","-10.29","-36.58"
"PENHA","SC","-26.76","-48.64"
"PENTECOSTE","CE","-3.79","-39.270000000000003"
"PEQUERI","MG","-21.83","-43.12"
"PEQUI","MG","-19.63","-44.65"
"PEQUIZEIRO","TO","-8.59","-48.93"
"PERDIGAO","MG","-19.95","-45.08"
"PERDIZES","MG","-19.350000000000001","-47.29"
"PERDOES","MG","-21.09","-45.09"
"PEREIRA BARRETO","SP","-20.63","-51.1"
"PEREIRAS","SP","-23.07","-47.97"
"PEREIRO","CE","-6.04","-38.46"
"PERI MIRIM","MA","-2.57","-44.85"
"PERIQUITO","MG","-19.149999999999999","-42.23"
"PERITIBA","SC","-27.37","-51.9"
"PERITORO","MA","-4.38","-44.33"
"PEROBAL","PR","-23.89","-53.41"
"PEROLA","PR","-23.8","-53.68"
"PEROLA D'OESTE","PR","-25.82","-53.74"
"PEROLANDIA","GO","-17.52","-52.06"
"PERUIBE","SP","-24.32","-46.99"
"PESCADOR","MG","-18.350000000000001","-41.59"
"PESQUEIRA","PE","-8.35","-36.69"
"PETROLANDIA","PE","-9.06","-38.299999999999997"
"PETROLANDIA","SC","-27.53","-49.69"
"PETROLINA","PE","-9.39","-40.5"
"PETROLINA DE GOIAS","GO","-16.09","-49.33"
"PETRONIO PORTELA","PI","-8.08","-42.05"
"PETROPOLIS","RJ","-22.5","-43.17"
"PIACABUCU","AL","-10.4","-36.43"
"PIACATU","SP","-21.59","-50.59"
"PIANCO","PB","-7.19","-37.92"
"PIATA","BA","-13.15","-41.77"
"PIAU","MG","-21.5","-43.32"
"PICADA CAFE","RS","-29.44","-51.13"
"PICARRA","PA","-6.43","-48.87"
"PICARRAS","SC","-26.76","-48.67"
"PICOS","PI","-7.07","-41.46"
"PICUI","PB","-6.55","-36.340000000000003"
"PIEDADE","SP","-23.71","-47.42"
"PIEDADE DE CARATINGA","MG","-19.75","-42.07"
"PIEDADE DE PONTE NOVA","MG","-20.239999999999998","-42.73"
"PIEDADE DO RIO GRANDE","MG","-21.46","-44.19"
"PIEDADE DOS GERAIS","MG","-20.47","-44.22"
"PIEN","PR","-26.09","-49.42"
"PILAO ARCADO","BA","-10","-42.5"
"PILAR","AL","-9.59","-35.950000000000003"
"PILAR","PB","-7.26","-35.26"
"PILAR DE GOIAS","GO","-14.76","-49.57"
"PILAR DO SUL","SP","-23.81","-47.71"
"PILOES","PB","-6.9","-35.619999999999997"
"PILOES","RN","-6.26","-38.04"
"PILOEZINHOS","PB","-6.85","-35.520000000000003"
"PIMENTA","MG","-20.48","-45.79"
"PIMENTA BUENO","RO","-11.67","-61.19"
"PIMENTEIRAS","PI","-6.24","-41.41"
"PIMENTEIRAS DO OESTE","RO","-13.48","-61.04"
"PINDAI","BA","-14.49","-42.68"
"PINDAMONHANGABA","SP","-22.92","-45.46"
"PINDARE MIRIM","MA","-3.6","-45.34"
"PINDOBA","AL","-9.4700000000000006","-36.29"
"PINDOBACU","BA","-10.74","-40.36"
"PINDORAMA","SP","-21.18","-48.9"
"PINDORAMA DO TOCANTINS","TO","-11.13","-47.57"
"PINDORETAMA","CE","-4.0199999999999996","-38.299999999999997"
"PINGO D'AGUA","MG","-19.72","-42.4"
"PINHAIS","PR","-25.44","-49.19"
"PINHAL","RS","-27.51","-53.21"
"PINHAL DE SAO BENTO","PR","-26.03","-53.48"
"PINHAL GRANDE","RS","-29.34","-53.3"
"PINHALAO","PR","-23.79","-50.05"
"PINHALZINHO","SC","-26.84","-52.99"
"PINHALZINHO","SP","-22.77","-46.59"
"PINHAO","PR","-25.69","-51.66"
"PINHAO","SE","-10.56","-37.72"
"PINHEIRAL","RJ","-22.51","-44"
"PINHEIRINHO DO VALE","RS","-27.21","-53.61"
"PINHEIRO","MA","-2.52","-45.08"
"PINHEIRO MACHADO","RS","-31.57","-53.38"
"PINHEIRO PRETO","SC","-27.05","-51.23"
"PINHEIROS","ES","-18.38","-40.119999999999997"
"PINTADAS","BA","-11.81","-39.9"
"PINTOPOLIS","MG","-16.05","-45.15"
"PIO IX","PI","-6.83","-40.57"
"PIO XII","MA","-3.87","-45.28"
"PIQUEROBI","SP","-21.86","-51.72"
"PIQUET CARNEIRO","CE","-5.8","-39.409999999999997"
"PIQUETE","SP","-22.61","-45.17"
"PIRACAIA","SP","-23.05","-46.35"
"PIRACANJUBA","GO","-17.3","-49.01"
"PIRACEMA","MG","-20.5","-44.48"
"PIRACICABA","SP","-22.72","-47.64"
"PIRACURUCA","PI","-3.92","-41.7"
"PIRAI","RJ","-22.62","-43.89"
"PIRAI DO NORTE","BA","-13.76","-39.369999999999997"
"PIRAI DO SUL","PR","-24.52","-49.94"
"PIRAJU","SP","-23.19","-49.38"
"PIRAJUBA","MG","-19.899999999999999","-48.7"
"PIRAJUI","SP","-21.99","-49.45"
"PIRAMBU","SE","-10.73","-36.85"
"PIRANGA","MG","-20.68","-43.3"
"PIRANGI","SP","-21.09","-48.65"
"PIRANGUCU","MG","-22.52","-45.49"
"PIRANGUINHO","MG","-22.4","-45.53"
"PIRANHAS","AL","-9.6199999999999992","-37.75"
"PIRANHAS","GO","-16.420000000000002","-51.82"
"PIRAPEMAS","MA","-3.72","-44.22"
"PIRAPETINGA","MG","-21.65","-42.34"
"PIRAPO","RS","-28.04","-55.19"
"PIRAPORA","MG","-17.34","-44.94"
"PIRAPORA DO BOM JESUS","SP","-23.39","-47"
"PIRAPOZINHO","SP","-22.27","-51.5"
"PIRAQUARA","PR","-25.44","-49.06"
"PIRAQUE","TO","-6.77","-48.29"
"PIRASSUNUNGA","SP","-21.99","-47.42"
"PIRATINI","RS","-31.44","-53.1"
"PIRATININGA","SP","-22.41","-49.13"
"PIRATUBA","SC","-27.42","-51.77"
"PIRAUBA","MG","-21.27","-43.02"
"PIRENOPOLIS","GO","-15.85","-48.95"
"PIRES DO RIO","GO","-17.3","-48.28"
"PIRES FERREIRA","CE","-4.24","-40.64"
"PIRIPA","BA","-14.94","-41.72"
"PIRIPIRI","PI","-4.2699999999999996","-41.77"
"PIRITIBA","BA","-11.73","-40.549999999999997"
"PIRPIRITUBA","PB","-6.78","-35.49"
"PITANGA","PR","-24.75","-51.76"
"PITANGUEIRAS","PR","-23.23","-51.58"
"PITANGUEIRAS","SP","-21","-48.22"
"PITANGUI","MG","-19.68","-44.89"
"PITIMBU","PB","-7.47","-34.799999999999997"
"PIUI","MG","-20.46","-45.95"
"PIUM","TO","-10.44","-49.18"
"PIUMA","ES","-20.83","-40.72"
"PLACAS","PA","-3.86","-54.22"
"PLACIDO DE CASTRO","AC","-10.27","-67.150000000000006"
"PLANALTINA","GO","-15.45","-47.61"
"PLANALTINA DO PARANA","PR","-23","-52.91"
"PLANALTINO","BA","-13.25","-40.36"
"PLANALTO","BA","-14.67","-40.47"
"PLANALTO","PR","-25.71","-53.76"
"PLANALTO","RS","-27.32","-53.05"
"PLANALTO","SP","-21.03","-49.92"
"PLANALTO ALEGRE","SC","-27.07","-52.86"
"PLANALTO DA SERRA","MT","-14.65","-54.77"
"PLANURA","MG","-20.13","-48.7"
"PLATINA","SP","-22.63","-50.2"
"POA","SP","-23.52","-46.34"
"POCAO","PE","-8.18","-36.700000000000003"
"POCAO DE PEDRAS","MA","-4.67","-44.89"
"POCINHOS","PB","-7.07","-36.06"
"POCO BRANCO","RN","-5.62","-35.659999999999997"
"POCO DANTAS","PB","-6.4","-38.49"
"POCO DAS ANTAS","RS","-29.45","-51.67"
"POCO DAS TRINCHEIRAS","AL","-9.31","-37.28"
"POCO DE JOSE DE MOURA","PB","-6.57","-38.51"
"POCO FUNDO","MG","-21.78","-45.96"
"POCO REDONDO","SE","-9.8000000000000007","-37.68"
"POCO VERDE","SE","-10.7","-38.18"
"POCOES","BA","-14.53","-40.36"
"POCONE","MT","-16.25","-56.62"
"POCOS DE CALDAS","MG","-21.78","-46.56"
"POCRANE","MG","-19.62","-41.63"
"POJUCA","BA","-12.43","-38.32"
"POLONI","SP","-20.78","-49.82"
"POMBAL","PB","-6.77","-37.799999999999997"
"POMBOS","PE","-8.14","-35.39"
"POMERODE","SC","-26.74","-49.17"
"POMPEIA","SP","-22.1","-50.17"
"POMPEU","MG","-19.22","-44.93"
"PONGAI","SP","-21.73","-49.36"
"PONTA DE PEDRAS","PA","-1.39","-48.87"
"PONTA GROSSA","PR","-25.09","-50.16"
"PONTA PORA","MS","-22.53","-55.72"
"PONTAL","SP","-21.02","-48.03"
"PONTAL DO ARAGUAIA","MT","-15.93","-52.31"
"PONTAL DO PARANA","PR","-25.67","-48.51"
"PONTALINA","GO","-17.52","-49.44"
"PONTALINDA","SP","-20.440000000000001","-50.52"
"PONTAO","RS","-28.05","-52.67"
"PONTE ALTA","SC","-27.48","-50.38"
"PONTE ALTA DO BOM JESUS","TO","-12.09","-46.47"
"PONTE ALTA DO NORTE","SC","-27.15","-50.46"
"PONTE ALTA DO TOCANTINS","TO","-10.74","-47.53"
"PONTE BRANCA","MT","-16.760000000000002","-52.83"
"PONTE NOVA","MG","-20.41","-42.9"
"PONTE PRETA","RS","-27.65","-52.48"
"PONTE SERRADA","SC","-26.87","-52.01"
"PONTES E LACERDA","MT","-15.22","-59.33"
"PONTES GESTAL","SP","-20.16","-49.7"
"PONTO BELO","ES","-18.12","-40.54"
"PONTO CHIQUE","MG","-16.63","-45.06"
"PONTO DOS VOLANTES","MG","-16.75","-41.5"
"PONTO NOVO","BA","-10.86","-40.130000000000003"
"POPULINA","SP","-19.95","-50.53"
"PORANGA","CE","-4.74","-40.92"
"PORANGABA","SP","-23.17","-48.12"
"PORANGATU","GO","-13.44","-49.14"
"PORCIUNCULA","RJ","-20.96","-42.04"
"PORECATU","PR","-22.75","-51.37"
"PORTALEGRE","RN","-6.02","-37.979999999999997"
"PORTAO","RS","-29.7","-51.24"
"PORTEIRAO","GO","-17.809999999999999","-50.16"
"PORTEIRAS","CE","-7.53","-39.11"
"PORTEIRINHA","MG","-15.74","-43.02"
"PORTEL","PA","-1.93","-50.82"
"PORTELANDIA","GO","-17.350000000000001","-52.67"
"PORTO","PI","-3.89","-42.71"
"PORTO ACRE","AC","-9.58","-67.53"
"PORTO ALEGRE","RS","-30.03","-51.23"
"PORTO ALEGRE DO NORTE","MT","-10.87","-51.63"
"PORTO ALEGRE DO PIAUI","PI","-6.96","-44.18"
"PORTO ALEGRE DO TOCANTINS","TO","-11.6","-47.04"
"PORTO AMAZONAS","PR","-25.54","-49.89"
"PORTO BARREIRO","PR","-25.54","-52.4"
"PORTO BELO","SC","-27.15","-48.55"
"PORTO CALVO","AL","-9.0399999999999991","-35.39"
"PORTO DA FOLHA","SE","-9.91","-37.270000000000003"
"PORTO DE MOZ","PA","-1.74","-52.23"
"PORTO DE PEDRAS","AL","-9.15","-35.29"
"PORTO DO MANGUE","RN","-5.0599999999999996","-36.78"
