municipality,state,distributor,regulated_tariff,tariff_start,tariff_end,multiple_distributors
CACULE,BA,COELBA,0.87773,2026-04-22,2027-04-21,0
ICAPUI,CE,"ENEL CE",0.74977,2026-04-22,2027-04-21,0
ANDORINHA,BA,COELBA,0.87773,2026-04-22,2027-04-21,0
MARILANDIA,ES,ELFSM,0.74537,2026-01-01,2026-09-21,1
"DOM VICOSO",MG,CEMIG-D,0.90329,2026-05-28,2027-05-27,1
ERVALIA,MG,EMR,0.81704,2026-01-01,2026-06-21,0
LARANJAL,MG,EMR,0.81704,2026-01-01,2026-06-21,0
"CANDIDO SALES",BA,COELBA,0.87773,2026-04-22,2027-04-21,0
"SANTANA DO MANHUACU",MG,EMR,0.81704,2026-01-01,2026-06-21,0
"VARZEA NOVA",BA,COELBA,0.87773,2026-04-22,2027-04-21,0
TEOFILANDIA,BA,COELBA,0.87773,2026-04-22,2027-04-21,0
"TEIXEIRA DE FREITAS",BA,COELBA,0.87773,2026-04-22,2027-04-21,0
ENCANTADO,RS,"RGE SUL",,,,1
ITAARA,RS,"RGE SUL",,,,0
ITAQUI,RS,"RGE SUL",,,,0
"TRES FORQUILHAS",RS,CEEE-D,0.822,2026-01-01,2026-11-21,0
VIAMAO,RS,CEEE-D,0.822,2026-01-01,2026-11-21,0
UBA,MG,EMR,0.81704,2026-01-01,2026-06-21,0
TAQUARI,RS,"RGE SUL",,,,1
"BARRA DO RIBEIRO",RS,CEEE-D,0.822,2026-01-01,2026-11-21,0
GUIRICEMA,MG,EMR,0.81704,2026-01-01,2026-06-21,0
MANHUMIRIM,MG,EMR,0.81704,2026-01-01,2026-06-21,0
CHUVISCA,RS,CEEE-D,0.822,2026-01-01,2026-11-21,0
"SAO JOAO NEPOMUCENO",MG,EMR,0.81704,2026-01-01,2026-06-21,0
"NOVO HORIZONTE",SP,CNEE,,,,1
"DONA FRANCISCA",RS,UHENPAL,0.73436,2026-01-01,2026-07-21,0
IBIACA,RS,MUXENERGIA,0.7018,2026-01-01,2026-07-21,1
TAPEJARA,RS,MUXENERGIA,0.7018,2026-01-01,2026-07-21,1
CARMO,RJ,"ENEL RJ",1.0611,2026-03-15,2027-03-14,1
SUMIDOURO,RJ,"ENEL RJ",1.0611,2026-03-15,2027-03-14,1
RODEIRO,MG,EMR,0.81704,2026-01-01,2026-06-21,0
LUISBURGO,MG,EMR,0.81704,2026-01-01,2026-06-21,0
BANABUIU,CE,"ENEL CE",0.74977,2026-04-22,2027-04-21,0
"AGUAS DE SANTA BARBARA",SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
ARANDU,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,1
AVARE,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,1
"BARRA DO JACARE",PR,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,1
"BERNARDINO DE CAMPOS",SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
CANITAR,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
"CERQUEIRA CESAR",SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
CHAVANTES,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
"ESPIRITO SANTO DO TURVO",SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
IARAS,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
IPAUSSU,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
ITAI,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,1
JACAREZINHO,PR,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
MANDURI,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
OLEO,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
OURINHOS,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
PARANAPANEMA,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,1
PIRAJU,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
"RIBEIRAO CLARO",PR,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
"SANTA CRUZ DO RIO PARDO",SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
"SAO PEDRO DO TURVO",SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
SARUTAIA,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
TAGUAI,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
TAQUARITUBA,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,1
TEJUPA,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
TIMBURI,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
UBIRAJARA,SP,"CPFL SANTA CRUZ",0.81258,2026-04-22,2027-04-21,0
URUSSANGA,SC,EFLUL,0.65095,2026-01-01,2026-08-28,1
GUARATUBA,PR,COPEL-DIS,0.64242,2026-01-01,2026-06-23,0
MATINHOS,PR,COPEL-DIS,0.64242,2026-01-01,2026-06-23,0
PIRAQUARA,PR,COPEL-DIS,0.64242,2026-01-01,2026-06-23,0
"CAMPINA DO SIMAO",PR,COPEL-DIS,0.64242,2026-01-01,2026-06-23,0
LARANJAL,PR,COPEL-DIS,0.64242,2026-01-01,2026-06-23,0
PALMITAL,PR,COPEL-DIS,0.64242,2026-01-01,2026-06-23,0
PITANGA,PR,COPEL-DIS,0.64242,2026-01-01,2026-06-23,0
"SANTA MARIA DO OESTE",PR,COPEL-DIS,0.64242,2026-01-01,2026-06-23,0
ITAPERUCU,PR,COPEL-DIS,0.64242,2026-01-01,2026-06-23,0
"RIO BRANCO DO SUL",PR,COPEL-DIS,0.64242,2026-01-01,2026-06-23,0
SARANDI,PR,COPEL-DIS,0.64242,2026-01-01,2026-06-23,1
"BELO HORIZONTE",MG,CEMIG-D,0.90329,2026-05-28,2027-05-27,0
"CRUZEIRO DO SUL",AC,EAC,0.87381,2026-01-01,2026-12-12,0
CONDE,BA,COELBA,0.87773,2026-04-22,2027-04-21,0
AFRANIO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
DORMENTES,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"LAGOA GRANDE",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
OROCO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"SANTA MARIA DA BOA VISTA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
BODOCO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
EXU,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
OURICURI,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
TRINDADE,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
GRANITO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
PARNAMIRIM,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
MOREILANDIA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
ARARIPINA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
IPUBI,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"BETANIA DO PIAUI",PI,"EQUATORIAL PI",0.94669,2026-01-01,2026-12-01,1
"SANTA CRUZ",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"SANTA FILOMENA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"SERRA BRANCA",PB,EPB,0.67565,2026-01-01,2026-08-27,1
"AFOGADOS DA INGAZEIRA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CARNAIBA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
IGUARACI,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
QUIXABA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
INGAZEIRA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
SOLIDAO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"BELEM DO SAO FRANCISCO",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
FLORESTA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CABROBO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
ITACURUBA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
JATOBA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
PETROLANDIA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
TACARATU,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CEDRO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
MIRANDIBA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
SALGUEIRO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
SERRITA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"TERRA NOVA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
VERDEJANTE,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
BREJINHO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
ITAPETIM,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"SANTA TEREZINHA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
IMACULADA,PB,EPB,0.67565,2026-01-01,2026-08-27,1
"SAO JOSE DO EGITO",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
TUPARETAMA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
BETANIA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CALUMBI,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CUSTODIA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"SAO JOSE DO BELMONTE",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"SANTA CRUZ DA BAIXA VERDE",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"SERRA TALHADA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
TRIUNFO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CARUARU,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"RIACHO DAS ALMAS",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"SAO CAITANO",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
ALTINHO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
AGRESTINA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
BEZERROS,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"CAMOCIM DE SAO FELIX",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"SAO JOAQUIM DO MONTE",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"BARRA DE GUABIRABA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
BONITO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
SAIRE,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"FREI MIGUELINHO",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"SANTA CRUZ DO CAPIBARIBE",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"SANTA MARIA DO CAMBUCA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"TAQUARITINGA DO NORTE",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
TORITAMA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
VERTENTES,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"BREJO DA MADRE DE DEUS",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
JATAUBA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
ALIANCA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"SAO VICENTE FERRER",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
FERREIROS,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
TIMBAUBA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CAMUTANGA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
MACAPARANA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
VICENCIA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
JUREMA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CAETES,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CAPOEIRAS,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
VENTUROSA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
PEDRA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
INAJA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
IATI,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"CHA GRANDE",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
GRAVATA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"AGUA PRETA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"BELEM DE MARIA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CATENDE,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
JAQUEIRA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"JOAQUIM NABUCO",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"LAGOA DOS GATOS",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
MARAIAL,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
PALMARES,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
POMBOS,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"VITORIA DE SANTO ANTAO",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
RIBEIRAO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
GOIANA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
ITAQUITINGA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
ITAMBE,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
OLINDA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
PAULISTA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CAMARAGIBE,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"CHA DE ALEGRIA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"SAO LOURENCO DA MATA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
RECIFE,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
IGARASSU,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
ITAPISSUMA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"ILHA DE ITAMARACA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"ABREU E LIMA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
ARACOIABA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"CABO DE SANTO AGOSTINHO",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
ESCADA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"JABOATAO DOS GUARARAPES",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
MORENO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
PRIMAVERA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
IPOJUCA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
BARREIROS,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"SAO JOSE DA COROA GRANDE",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
TAMANDARE,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
SIRINHAEM,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"RIO FORMOSO",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
COLARES,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
CURUCA,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
MARAPANIM,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
"SAO CAETANO DE ODIVELAS",PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
"SAO JOAO DA PONTA",PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
"TERRA ALTA",PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
VIGIA,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
BACABAL,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
TIMON,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
BARROLANDIA,TO,ETO,0.93022,2026-01-01,2026-07-03,0
DIANOPOLIS,TO,ETO,0.93022,2026-01-01,2026-07-03,0
DUERE,TO,ETO,0.93022,2026-01-01,2026-07-03,0
FIGUEIROPOLIS,TO,ETO,0.93022,2026-01-01,2026-07-03,0
"ITAPORA DO TOCANTINS",TO,ETO,0.93022,2026-01-01,2026-07-03,0
"LAGOA DA CONFUSAO",TO,ETO,0.93022,2026-01-01,2026-07-03,0
"MIRACEMA DO TOCANTINS",TO,ETO,0.93022,2026-01-01,2026-07-03,0
MIRANORTE,TO,ETO,0.93022,2026-01-01,2026-07-03,0
"MONTE DO CARMO",TO,ETO,0.93022,2026-01-01,2026-07-03,0
"NOVA OLINDA",TO,ETO,0.93022,2026-01-01,2026-07-03,0
PALMAS,TO,ETO,0.93022,2026-01-01,2026-07-03,0
"AGUAS BELAS",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
ITAIBA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
MANARI,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"BOM CONSELHO",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
BUIQUE,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
TUPANATINGA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
PARANATAMA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
BREJAO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
TEREZINHA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
BREVES,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
TAILANDIA,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
"CARNAUBEIRA DA PENHA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"LAGOA DO OURO",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
IBIRAJUBA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
SALOA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"BUENOS AIRES",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
JUCATI,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CALCADO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
XEXEU,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"LAGOA DO CARRO",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
TRACUNHAEM,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
JUPI,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
ALAGOINHA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CORTES,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
POCAO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
AMARAJI,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"LAGOA DO ITAENGA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
GAMELEIRA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
IBIMIRIM,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CACHOEIRINHA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
SERTANIA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
PAUDALHO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"SAO BENTO DO UNA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"NAZARE DA MATA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
LAJEDO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
SANTANA,AP,CEA,0.82515,2026-01-01,2026-12-12,0
ALENQUER,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
SANTAREM,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
"AUGUSTO CORREA",PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
"AURORA DO PARA",PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
BELTERRA,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
INHANGAPI,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
"IPIXUNA DO PARA",PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
JURUTI,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
MOCAJUBA,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
PORTEL,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
QUATIPURU,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
"SAO FRANCISCO DO PARA",PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
SOURE,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
TRACUATEUA,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
ARAPONGA,MG,EMR,0.81704,2026-01-01,2026-06-21,0
CANAA,MG,EMR,0.81704,2026-01-01,2026-06-21,0
ANGELIM,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"BOM JARDIM",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CANHOTINHO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CARPINA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CASINHAS,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CORRENTES,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CUMARU,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"FEIRA NOVA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"GLORIA DO GOITA",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"JOAO ALFREDO",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
LIMOEIRO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
MACHADOS,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
PALMEIRINA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
PASSIRA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
PESQUEIRA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
QUIPAPA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
SALGADINHO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"SAO BENEDITO DO SUL",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"SAO JOAO",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
SURUBIM,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"VERTENTE DO LERIO",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
"BELO JARDIM",PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
OROBO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
PANELAS,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
SANHARO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
TACAIMBO,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
CUPIRA,PE,"NEOENERGIA PE",0.79886,2026-04-29,2027-04-28,0
ALMEIRIM,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
FARO,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
"LIMOEIRO DO AJURU",PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
OBIDOS,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
ORIXIMINA,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
"PONTA DE PEDRAS",PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
"PORTO DE MOZ",PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
PRAINHA,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
"SENADOR JOSE PORFIRIO",PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
"TERRA SANTA",PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
TRAIRAO,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
"CAMPINA GRANDE",PB,EBO,,,,1
QUEIMADAS,PB,EBO,,,,1
"LAGOA SECA",PB,EBO,,,,1
FAGUNDES,PB,EBO,,,,1
MASSARANDUBA,PB,EBO,,,,1
"BOA VISTA",PB,EBO,,,,1
URUARA,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
MEDICILANDIA,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
ANAPU,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
MUANA,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
GURUPA,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
CURRALINHO,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
AVEIRO,PA,"EQUATORIAL PA",0.9783,2026-01-01,2026-08-06,0
